image,n_gt,bucket,area,size,max_iou_nbr,nbr_count,rank,m300,m1000
0000001_02999_d_0000005,127,100-150,1107.0,medium,0.1516,4,226,1,1
0000001_02999_d_0000005,127,100-150,1350.0,medium,0.137,5,307,0,1
0000001_02999_d_0000005,127,100-150,2184.0,medium,0.0674,1,12,1,1
0000001_02999_d_0000005,127,100-150,1140.0,medium,0.0674,1,10,1,1
0000001_02999_d_0000005,127,100-150,1776.0,medium,0.1616,6,128,1,1
0000001_02999_d_0000005,127,100-150,1716.0,medium,0.1609,10,109,1,1
0000001_02999_d_0000005,127,100-150,1806.0,medium,0.4912,10,47,1,1
0000001_02999_d_0000005,127,100-150,1430.0,medium,0.4912,6,90,1,1
0000001_02999_d_0000005,127,100-150,629.0,small,0.0,1,32,1,1
0000001_02999_d_0000005,127,100-150,1008.0,small,0.0318,5,9,1,1
0000001_02999_d_0000005,127,100-150,1720.0,medium,0.6182,6,6,1,1
0000001_02999_d_0000005,127,100-150,1107.0,medium,0.6182,4,137,1,1
0000001_02999_d_0000005,127,100-150,912.0,small,0.5567,4,69,1,1
0000001_02999_d_0000005,127,100-150,936.0,small,0.1938,4,177,1,1
0000001_02999_d_0000005,127,100-150,1170.0,medium,0.3478,6,239,1,1
0000001_02999_d_0000005,127,100-150,1000.0,small,0.3478,5,74,1,1
0000001_02999_d_0000005,127,100-150,1395.0,medium,0.1114,5,46,1,1
0000001_02999_d_0000005,127,100-150,1305.0,medium,0.0,5,29,1,1
0000001_02999_d_0000005,127,100-150,840.0,small,0.2945,2,18,1,1
0000001_02999_d_0000005,127,100-150,1160.0,medium,0.2945,2,34,1,1
0000001_02999_d_0000005,127,100-150,4802.0,medium,0.0203,9,3,1,1
0000001_02999_d_0000005,127,100-150,330.0,small,0.0,2,30,1,1
0000001_02999_d_0000005,127,100-150,434.0,small,0.0,3,24,1,1
0000001_02999_d_0000005,127,100-150,612.0,small,0.0,3,132,1,1
0000001_02999_d_0000005,127,100-150,494.0,small,0.5609,5,20,1,1
0000001_02999_d_0000005,127,100-150,480.0,small,0.5609,6,263,1,1
0000001_02999_d_0000005,127,100-150,336.0,small,0.4167,3,214,1,1
0000001_02999_d_0000005,127,100-150,1050.0,medium,0.0,2,123,1,1
0000001_02999_d_0000005,127,100-150,414.0,small,0.0,1,146,1,1
0000001_02999_d_0000005,127,100-150,450.0,small,0.5818,2,188,1,1
0000001_02999_d_0000005,127,100-150,420.0,small,0.5818,3,101,1,1
0000001_02999_d_0000005,127,100-150,837.0,small,0.0959,6,136,1,1
0000001_02999_d_0000005,127,100-150,90.0,small,0.0159,0,-1,0,0
0000001_02999_d_0000005,127,100-150,868.0,small,0.0463,5,11,1,1
0000001_02999_d_0000005,127,100-150,625.0,small,0.0478,9,41,1,1
0000001_02999_d_0000005,127,100-150,952.0,small,0.139,19,25,1,1
0000001_02999_d_0000005,127,100-150,510.0,small,0.6019,1,62,1,1
0000001_02999_d_0000005,127,100-150,512.0,small,0.6019,1,94,1,1
0000001_02999_d_0000005,127,100-150,338.0,small,0.2798,2,26,1,1
0000001_02999_d_0000005,127,100-150,435.0,small,0.2798,1,38,1,1
0000001_02999_d_0000005,127,100-150,1150.0,medium,0.3617,3,70,1,1
0000001_02999_d_0000005,127,100-150,416.0,small,0.3617,2,103,1,1
0000001_02999_d_0000005,127,100-150,900.0,small,0.0,3,22,1,1
0000001_02999_d_0000005,127,100-150,660.0,small,0.502,1,58,1,1
0000001_02999_d_0000005,127,100-150,836.0,small,0.502,2,65,1,1
0000001_02999_d_0000005,127,100-150,6262.0,medium,0.188,21,8,1,1
0000001_02999_d_0000005,127,100-150,3848.0,medium,0.188,14,7,1,1
0000001_02999_d_0000005,127,100-150,1517.0,medium,0.0507,4,4,1,1
0000001_02999_d_0000005,127,100-150,2318.0,medium,0.0,14,13,1,1
0000001_02999_d_0000005,127,100-150,851.0,small,0.0,2,21,1,1
0000001_02999_d_0000005,127,100-150,8733.0,medium,0.11,24,44,1,1
0000001_02999_d_0000005,127,100-150,1800.0,medium,0.11,3,424,0,1
0000001_02999_d_0000005,127,100-150,325.0,small,0.3077,1,77,1,1
0000001_02999_d_0000005,127,100-150,338.0,small,0.3077,1,23,1,1
0000001_02999_d_0000005,127,100-150,336.0,small,0.296,4,42,1,1
0000001_02999_d_0000005,127,100-150,242.0,small,0.296,3,85,1,1
0000001_02999_d_0000005,127,100-150,378.0,small,0.3565,3,19,1,1
0000001_02999_d_0000005,127,100-150,288.0,small,0.2451,3,169,1,1
0000001_02999_d_0000005,127,100-150,220.0,small,0.2451,3,57,1,1
0000001_02999_d_0000005,127,100-150,364.0,small,0.3565,4,40,1,1
0000001_02999_d_0000005,127,100-150,276.0,small,0.3143,3,54,1,1
0000001_02999_d_0000005,127,100-150,276.0,small,0.3143,3,31,1,1
0000001_02999_d_0000005,127,100-150,286.0,small,0.684,2,52,1,1
0000001_02999_d_0000005,127,100-150,231.0,small,0.684,2,53,1,1
0000001_02999_d_0000005,127,100-150,312.0,small,0.582,2,48,1,1
0000001_02999_d_0000005,127,100-150,777.0,small,0.0,0,386,0,1
0000001_02999_d_0000005,127,100-150,648.0,small,0.4969,2,-1,0,0
0000001_02999_d_0000005,127,100-150,322.0,small,0.4969,2,88,1,1
0000001_02999_d_0000005,127,100-150,190.0,small,0.5362,1,67,1,1
0000001_02999_d_0000005,127,100-150,171.0,small,0.5362,1,63,1,1
0000001_02999_d_0000005,127,100-150,136.0,small,0.44,1,93,1,1
0000001_02999_d_0000005,127,100-150,152.0,small,0.44,1,45,1,1
0000001_02999_d_0000005,127,100-150,260.0,small,0.0648,5,-1,0,0
0000001_02999_d_0000005,127,100-150,726.0,small,0.2151,8,710,0,1
0000001_02999_d_0000005,127,100-150,189.0,small,0.2151,4,-1,0,0
0000001_02999_d_0000005,127,100-150,133.0,small,0.1499,5,-1,0,0
0000001_02999_d_0000005,127,100-150,2240.0,medium,0.2076,19,148,1,1
0000001_02999_d_0000005,127,100-150,2175.0,medium,0.2076,19,115,1,1
0000001_02999_d_0000005,127,100-150,216.0,small,0.1909,5,-1,0,0
0000001_02999_d_0000005,127,100-150,308.0,small,0.1909,6,252,1,1
0000001_02999_d_0000005,127,100-150,190.0,small,0.4789,2,75,1,1
0000001_02999_d_0000005,127,100-150,91.0,small,0.4789,2,-1,0,0
0000001_02999_d_0000005,127,100-150,135.0,small,0.383,2,50,1,1
0000001_02999_d_0000005,127,100-150,288.0,small,0.2857,6,68,1,1
0000001_02999_d_0000005,127,100-150,252.0,small,0.2857,7,198,1,1
0000001_02999_d_0000005,127,100-150,476.0,small,0.2727,10,-1,0,0
0000001_02999_d_0000005,127,100-150,190.0,small,0.2425,7,-1,0,0
0000001_02999_d_0000005,127,100-150,342.0,small,0.3413,6,81,1,1
0000001_02999_d_0000005,127,100-150,220.0,small,0.3413,4,-1,0,0
0000001_02999_d_0000005,127,100-150,930.0,small,0.2712,13,-1,0,0
0000001_02999_d_0000005,127,100-150,192.0,small,0.2065,7,719,0,1
0000001_02999_d_0000005,127,100-150,288.0,small,0.25,10,338,0,1
0000001_02999_d_0000005,127,100-150,162.0,small,0.25,8,-1,0,0
0000001_02999_d_0000005,127,100-150,726.0,small,0.2975,11,116,1,1
0000001_02999_d_0000005,127,100-150,216.0,small,0.2975,1,-1,0,0
0000001_02999_d_0000005,127,100-150,270.0,small,0.5901,2,61,1,1
0000001_02999_d_0000005,127,100-150,242.0,small,0.76,2,199,1,1
0000001_02999_d_0000005,127,100-150,242.0,small,0.76,2,37,1,1
0000001_03499_d_0000006,77,50-100,3060.0,medium,0.0,7,5,1,1
0000001_03499_d_0000006,77,50-100,2200.0,medium,0.0,12,8,1,1
0000001_03499_d_0000006,77,50-100,8010.0,medium,0.0,0,17,1,1
0000001_03499_d_0000006,77,50-100,5418.0,medium,0.0712,4,9,1,1
0000001_03499_d_0000006,77,50-100,7526.0,medium,0.0712,6,2,1,1
0000001_03499_d_0000006,77,50-100,5353.0,medium,0.0,2,4,1,1
0000001_03499_d_0000006,77,50-100,5270.0,medium,0.0,3,10,1,1
0000001_03499_d_0000006,77,50-100,12996.0,large,0.0,4,0,1,1
0000001_03499_d_0000006,77,50-100,13741.0,large,0.0,3,12,1,1
0000001_03499_d_0000006,77,50-100,16128.0,large,0.0,1,1,1,1
0000001_03499_d_0000006,77,50-100,902.0,small,0.2034,1,35,1,1
0000001_03499_d_0000006,77,50-100,540.0,small,0.0,1,345,0,1
0000001_03499_d_0000006,77,50-100,1536.0,medium,0.0,1,28,1,1
0000001_03499_d_0000006,77,50-100,2592.0,medium,0.0,16,3,1,1
0000001_03499_d_0000006,77,50-100,2010.0,medium,0.0,8,6,1,1
0000001_03499_d_0000006,77,50-100,2208.0,medium,0.0,4,13,1,1
0000001_03499_d_0000006,77,50-100,1833.0,medium,0.0,11,271,1,1
0000001_03499_d_0000006,77,50-100,609.0,small,0.0,0,-1,0,0
0000001_03499_d_0000006,77,50-100,1170.0,medium,0.0,0,54,1,1
0000001_03499_d_0000006,77,50-100,1665.0,medium,0.0,2,20,1,1
0000001_03499_d_0000006,77,50-100,989.0,small,0.0,2,128,1,1
0000001_03499_d_0000006,77,50-100,888.0,small,0.0,1,53,1,1
0000001_03499_d_0000006,77,50-100,493.0,small,0.1435,4,351,0,1
0000001_03499_d_0000006,77,50-100,416.0,small,0.2105,3,964,0,1
0000001_03499_d_0000006,77,50-100,272.0,small,0.1435,1,89,1,1
0000001_03499_d_0000006,77,50-100,320.0,small,0.2105,3,46,1,1
0000001_03499_d_0000006,77,50-100,437.0,small,0.2393,5,938,0,1
0000001_03499_d_0000006,77,50-100,288.0,small,0.2393,4,-1,0,0
0000001_03499_d_0000006,77,50-100,280.0,small,0.2105,3,-1,0,0
0000001_03499_d_0000006,77,50-100,272.0,small,0.2105,2,395,0,1
0000001_03499_d_0000006,77,50-100,1892.0,medium,0.0,7,109,1,1
0000001_03499_d_0000006,77,50-100,240.0,small,0.1053,3,-1,0,0
0000001_03499_d_0000006,77,50-100,196.0,small,0.088,5,-1,0,0
0000001_03499_d_0000006,77,50-100,224.0,small,0.1521,5,-1,0,0
0000001_03499_d_0000006,77,50-100,165.0,small,0.1389,5,-1,0,0
0000001_03499_d_0000006,77,50-100,208.0,small,0.1091,3,65,1,1
0000001_03499_d_0000006,77,50-100,264.0,small,0.1053,3,23,1,1
0000001_03499_d_0000006,77,50-100,286.0,small,0.088,5,63,1,1
0000001_03499_d_0000006,77,50-100,276.0,small,0.1521,5,50,1,1
0000001_03499_d_0000006,77,50-100,286.0,small,0.1389,5,33,1,1
0000001_03499_d_0000006,77,50-100,280.0,small,0.1091,3,161,1,1
0000001_03499_d_0000006,77,50-100,273.0,small,0.0,2,93,1,1
0000001_03499_d_0000006,77,50-100,209.0,small,0.0603,1,25,1,1
0000001_03499_d_0000006,77,50-100,196.0,small,0.0,1,45,1,1
0000001_03499_d_0000006,77,50-100,228.0,small,0.0,0,68,1,1
0000001_03499_d_0000006,77,50-100,247.0,small,0.0,0,129,1,1
0000001_03499_d_0000006,77,50-100,266.0,small,0.0603,1,-1,0,0
0000001_03499_d_0000006,77,50-100,437.0,small,0.1345,1,247,1,1
0000001_03499_d_0000006,77,50-100,221.0,small,0.1345,1,-1,0,0
0000001_03499_d_0000006,77,50-100,3348.0,medium,0.0,3,11,1,1
0000001_03499_d_0000006,77,50-100,363.0,small,0.1791,1,73,1,1
0000001_03499_d_0000006,77,50-100,144.0,small,0.1791,1,-1,0,0
0000001_03499_d_0000006,77,50-100,1032.0,medium,0.0,0,15,1,1
0000001_03499_d_0000006,77,50-100,2240.0,medium,0.0,0,22,1,1
0000001_03499_d_0000006,77,50-100,384.0,small,0.0,2,18,1,1
0000001_03499_d_0000006,77,50-100,273.0,small,0.2563,1,152,1,1
0000001_03499_d_0000006,77,50-100,374.0,small,0.2563,1,26,1,1
0000001_03499_d_0000006,77,50-100,308.0,small,0.0273,2,27,1,1
0000001_03499_d_0000006,77,50-100,504.0,small,0.0616,3,470,0,1
0000001_03499_d_0000006,77,50-100,323.0,small,0.0616,1,-1,0,0
0000001_03499_d_0000006,77,50-100,182.0,small,0.0273,2,-1,0,0
0000001_03499_d_0000006,77,50-100,6615.0,medium,0.0,0,7,1,1
0000001_03499_d_0000006,77,50-100,14690.0,large,0.0,1,24,1,1
0000001_03499_d_0000006,77,50-100,920.0,small,0.2034,1,16,1,1
0000001_03499_d_0000006,77,50-100,1696.0,medium,0.0,5,19,1,1
0000001_03499_d_0000006,77,50-100,378.0,small,0.0,1,102,1,1
0000001_03499_d_0000006,77,50-100,420.0,small,0.0,4,52,1,1
0000001_03499_d_0000006,77,50-100,286.0,small,0.0,2,49,1,1
0000001_03499_d_0000006,77,50-100,200.0,small,0.272,3,30,1,1
0000001_03499_d_0000006,77,50-100,408.0,small,0.272,4,32,1,1
0000001_03499_d_0000006,77,50-100,204.0,small,0.3556,3,29,1,1
0000001_03499_d_0000006,77,50-100,345.0,small,0.3556,3,37,1,1
0000001_03499_d_0000006,77,50-100,240.0,small,0.4688,1,75,1,1
0000001_03499_d_0000006,77,50-100,136.0,small,0.4688,1,100,1,1
0000001_03499_d_0000006,77,50-100,425.0,small,0.0346,3,173,1,1
0000001_03499_d_0000006,77,50-100,180.0,small,0.3485,2,-1,0,0
0000001_03499_d_0000006,77,50-100,323.0,small,0.3485,3,577,0,1
0000001_03999_d_0000007,48,<50,11745.0,large,0.0,4,0,1,1
0000001_03999_d_0000007,48,<50,8640.0,medium,0.0206,3,1,1,1
0000001_03999_d_0000007,48,<50,1300.0,medium,0.0,0,5,1,1
0000001_03999_d_0000007,48,<50,1456.0,medium,0.0206,1,2,1,1
0000001_03999_d_0000007,48,<50,1100.0,medium,0.1667,1,27,1,1
0000001_03999_d_0000007,48,<50,286.0,small,0.1667,1,44,1,1
0000001_03999_d_0000007,48,<50,3430.0,medium,0.0,0,-1,0,0
0000001_03999_d_0000007,48,<50,3500.0,medium,0.0,1,3,1,1
0000001_03999_d_0000007,48,<50,2475.0,medium,0.0,1,6,1,1
0000001_03999_d_0000007,48,<50,1352.0,medium,0.0799,1,7,1,1
0000001_03999_d_0000007,48,<50,1350.0,medium,0.0799,1,4,1,1
0000001_03999_d_0000007,48,<50,2640.0,medium,0.0,1,19,1,1
0000001_03999_d_0000007,48,<50,893.0,small,0.3205,1,51,1,1
0000001_03999_d_0000007,48,<50,2160.0,medium,0.3205,1,96,1,1
0000001_03999_d_0000007,48,<50,1624.0,medium,0.5198,1,41,1,1
0000001_03999_d_0000007,48,<50,1218.0,medium,0.5198,1,113,1,1
0000001_03999_d_0000007,48,<50,5184.0,medium,0.0,1,440,0,1
0000001_03999_d_0000007,48,<50,640.0,small,0.0,0,88,1,1
0000001_03999_d_0000007,48,<50,884.0,small,0.5589,4,17,1,1
0000001_03999_d_0000007,48,<50,594.0,small,0.5908,1,28,1,1
0000001_03999_d_0000007,48,<50,792.0,small,0.4347,1,69,1,1
0000001_03999_d_0000007,48,<50,600.0,small,0.2591,1,8,1,1
0000001_03999_d_0000007,48,<50,819.0,small,0.5328,3,12,1,1
0000001_03999_d_0000007,48,<50,680.0,small,0.5111,2,72,1,1
0000001_03999_d_0000007,48,<50,836.0,small,0.7877,7,38,1,1
0000001_03999_d_0000007,48,<50,720.0,small,0.7056,4,43,1,1
0000001_03999_d_0000007,48,<50,1505.0,medium,0.4347,1,18,1,1
0000001_03999_d_0000007,48,<50,860.0,small,0.5908,1,22,1,1
0000001_03999_d_0000007,48,<50,1344.0,medium,0.2591,1,9,1,1
0000001_03999_d_0000007,48,<50,476.0,small,0.5111,1,42,1,1
0000001_03999_d_0000007,48,<50,1364.0,medium,0.5589,4,11,1,1
0000001_03999_d_0000007,48,<50,1014.0,small,0.6328,7,40,1,1
0000001_03999_d_0000007,48,<50,594.0,small,0.5858,7,54,1,1
0000001_03999_d_0000007,48,<50,1334.0,medium,0.6328,7,77,1,1
0000001_03999_d_0000007,48,<50,798.0,small,0.8085,7,47,1,1
0000001_03999_d_0000007,48,<50,608.0,small,0.5328,1,53,1,1
0000001_03999_d_0000007,48,<50,595.0,small,0.7056,4,64,1,1
0000001_03999_d_0000007,48,<50,902.0,small,0.8085,7,59,1,1
0000001_03999_d_0000007,48,<50,510.0,small,0.0,0,37,1,1
0000001_03999_d_0000007,48,<50,4218.0,medium,0.0,6,-1,0,0
0000001_03999_d_0000007,48,<50,609.0,small,0.4026,4,80,1,1
0000001_03999_d_0000007,48,<50,672.0,small,0.4611,4,726,0,1
0000001_03999_d_0000007,48,<50,442.0,small,0.3058,2,-1,0,0
0000001_03999_d_0000007,48,<50,1147.0,medium,0.4026,5,15,1,1
0000001_03999_d_0000007,48,<50,792.0,small,0.4611,4,75,1,1
0000001_03999_d_0000007,48,<50,414.0,small,0.2792,2,594,0,1
0000001_03999_d_0000007,48,<50,391.0,small,0.2659,2,-1,0,0
0000001_03999_d_0000007,48,<50,1066.0,medium,0.2792,4,58,1,1
0000001_04527_d_0000008,115,100-150,1680.0,medium,0.6464,2,37,1,1
0000001_04527_d_0000008,115,100-150,1300.0,medium,0.6464,1,53,1,1
0000001_04527_d_0000008,115,100-150,1638.0,medium,0.7549,2,100,1,1
0000001_04527_d_0000008,115,100-150,1326.0,medium,0.7549,2,160,1,1
0000001_04527_d_0000008,115,100-150,920.0,small,0.402,2,35,1,1
0000001_04527_d_0000008,115,100-150,1449.0,medium,0.624,2,45,1,1
0000001_04527_d_0000008,115,100-150,1125.0,medium,0.6476,2,71,1,1
0000001_04527_d_0000008,115,100-150,946.0,small,0.6476,2,14,1,1
0000001_04527_d_0000008,115,100-150,1683.0,medium,0.1553,2,923,0,1
0000001_04527_d_0000008,115,100-150,1505.0,medium,0.0305,2,304,0,1
0000001_04527_d_0000008,115,100-150,1836.0,medium,0.1553,2,62,1,1
0000001_04527_d_0000008,115,100-150,1617.0,medium,0.0,1,59,1,1
0000001_04527_d_0000008,115,100-150,1456.0,medium,0.0,1,123,1,1
0000001_04527_d_0000008,115,100-150,752.0,small,0.0,3,5,1,1
0000001_04527_d_0000008,115,100-150,1071.0,medium,0.0,5,4,1,1
0000001_04527_d_0000008,115,100-150,663.0,small,0.0,1,9,1,1
0000001_04527_d_0000008,115,100-150,1804.0,medium,0.0729,6,234,1,1
0000001_04527_d_0000008,115,100-150,1550.0,medium,0.0729,6,10,1,1
0000001_04527_d_0000008,115,100-150,1221.0,medium,0.0,5,11,1,1
0000001_04527_d_0000008,115,100-150,714.0,small,0.5763,4,108,1,1
0000001_04527_d_0000008,115,100-150,1431.0,medium,0.6268,9,78,1,1
0000001_04527_d_0000008,115,100-150,960.0,small,0.5763,7,21,1,1
0000001_04527_d_0000008,115,100-150,897.0,small,0.6268,5,118,1,1
0000001_04527_d_0000008,115,100-150,624.0,small,0.0582,5,2,1,1
0000001_04527_d_0000008,115,100-150,504.0,small,0.0582,3,19,1,1
0000001_04527_d_0000008,115,100-150,1080.0,medium,0.0897,4,-1,0,0
0000001_04527_d_0000008,115,100-150,1107.0,medium,0.0897,2,-1,0,0
0000001_04527_d_0000008,115,100-150,300.0,small,0.2481,2,572,0,1
0000001_04527_d_0000008,115,100-150,510.0,small,0.2481,6,32,1,1
0000001_04527_d_0000008,115,100-150,1120.0,medium,0.4927,11,666,0,1
0000001_04527_d_0000008,115,100-150,722.0,small,0.4927,10,350,0,1
0000001_04527_d_0000008,115,100-150,377.0,small,0.3366,6,173,1,1
0000001_04527_d_0000008,115,100-150,930.0,small,0.6556,9,150,1,1
0000001_04527_d_0000008,115,100-150,104.0,small,0.1457,2,-1,0,0
0000001_04527_d_0000008,115,100-150,714.0,small,0.6556,5,76,1,1
0000001_04527_d_0000008,115,100-150,364.0,small,0.0,1,23,1,1
0000001_04527_d_0000008,115,100-150,612.0,small,0.0,1,13,1,1
0000001_04527_d_0000008,115,100-150,540.0,small,0.0,1,16,1,1
0000001_04527_d_0000008,115,100-150,2288.0,medium,0.1311,11,1,1,1
0000001_04527_d_0000008,115,100-150,1024.0,medium,0.0952,8,40,1,1
0000001_04527_d_0000008,115,100-150,748.0,small,0.1311,4,-1,0,0
0000001_04527_d_0000008,115,100-150,330.0,small,0.1068,2,158,1,1
0000001_04527_d_0000008,115,100-150,408.0,small,0.3744,4,205,1,1
0000001_04527_d_0000008,115,100-150,385.0,small,0.3744,4,102,1,1
0000001_04527_d_0000008,115,100-150,1536.0,medium,0.0295,13,57,1,1
0000001_04527_d_0000008,115,100-150,621.0,small,0.2648,7,129,1,1
0000001_04527_d_0000008,115,100-150,621.0,small,0.2648,6,138,1,1
0000001_04527_d_0000008,115,100-150,1482.0,medium,0.1192,12,15,1,1
0000001_04527_d_0000008,115,100-150,264.0,small,0.0,5,94,1,1
0000001_04527_d_0000008,115,100-150,200.0,small,0.0932,5,88,1,1
0000001_04527_d_0000008,115,100-150,264.0,small,0.4043,5,92,1,1
0000001_04527_d_0000008,115,100-150,264.0,small,0.4043,5,80,1,1
0000001_04527_d_0000008,115,100-150,196.0,small,0.0,4,60,1,1
0000001_04527_d_0000008,115,100-150,621.0,small,0.0932,6,46,1,1
0000001_04527_d_0000008,115,100-150,2232.0,medium,0.0415,12,0,1,1
0000001_04527_d_0000008,115,100-150,253.0,small,0.0415,2,52,1,1
0000001_04527_d_0000008,115,100-150,999.0,small,0.0,0,7,1,1
0000001_04527_d_0000008,115,100-150,160.0,small,0.0,1,-1,0,0
0000001_04527_d_0000008,115,100-150,638.0,small,0.0,0,-1,0,0
0000001_04527_d_0000008,115,100-150,580.0,small,0.3161,3,949,0,1
0000001_04527_d_0000008,115,100-150,286.0,small,0.3161,2,31,1,1
0000001_04527_d_0000008,115,100-150,360.0,small,0.1297,4,-1,0,0
0000001_04527_d_0000008,115,100-150,2376.0,medium,0.1803,7,297,1,1
0000001_04527_d_0000008,115,100-150,1748.0,medium,0.1803,4,130,1,1
0000001_04527_d_0000008,115,100-150,242.0,small,0.0,0,-1,0,0
0000001_04527_d_0000008,115,100-150,200.0,small,0.0,0,136,1,1
0000001_04527_d_0000008,115,100-150,594.0,small,0.0,1,610,0,1
0000001_04527_d_0000008,115,100-150,261.0,small,0.0,0,18,1,1
0000001_04527_d_0000008,115,100-150,588.0,small,0.0,1,140,1,1
0000001_04527_d_0000008,115,100-150,299.0,small,0.0,1,595,0,1
0000001_04527_d_0000008,115,100-150,225.0,small,0.0,1,-1,0,0
0000001_04527_d_0000008,115,100-150,420.0,small,0.0,0,117,1,1
0000001_04527_d_0000008,115,100-150,814.0,small,0.4269,4,190,1,1
0000001_04527_d_0000008,115,100-150,777.0,small,0.4269,3,321,0,1
0000001_04527_d_0000008,115,100-150,946.0,small,0.1581,4,54,1,1
0000001_04527_d_0000008,115,100-150,1230.0,medium,0.1581,7,22,1,1
0000001_04527_d_0000008,115,100-150,1014.0,small,0.1826,4,34,1,1
0000001_04527_d_0000008,115,100-150,748.0,small,0.1826,4,26,1,1
0000001_04527_d_0000008,115,100-150,1176.0,medium,0.0664,4,3,1,1
0000001_04527_d_0000008,115,100-150,1232.0,medium,0.0664,3,12,1,1
0000001_04527_d_0000008,115,100-150,615.0,small,0.0432,1,47,1,1
0000001_04527_d_0000008,115,100-150,930.0,small,0.0432,2,-1,0,0
0000001_04527_d_0000008,115,100-150,741.0,small,0.368,5,20,1,1
0000001_04527_d_0000008,115,100-150,240.0,small,0.3239,2,-1,0,0
0000001_04527_d_0000008,115,100-150,560.0,small,0.368,5,-1,0,0
0000001_04527_d_0000008,115,100-150,1144.0,medium,0.0,2,958,0,1
0000001_04527_d_0000008,115,100-150,1189.0,medium,0.7313,2,79,1,1
0000001_04527_d_0000008,115,100-150,704.0,small,0.4033,2,133,1,1
0000001_04527_d_0000008,115,100-150,989.0,small,0.7313,2,73,1,1
0000001_04527_d_0000008,115,100-150,920.0,small,0.6618,1,49,1,1
0000001_04527_d_0000008,115,100-150,888.0,small,0.6618,1,51,1,1
0000001_04527_d_0000008,115,100-150,1380.0,medium,0.0,3,64,1,1
0000001_04527_d_0000008,115,100-150,960.0,small,0.0257,5,30,1,1
0000001_04527_d_0000008,115,100-150,798.0,small,0.2221,4,91,1,1
0000001_04527_d_0000008,115,100-150,836.0,small,0.2221,4,210,1,1
0000001_04527_d_0000008,115,100-150,544.0,small,0.2286,5,192,1,1
0000001_04527_d_0000008,115,100-150,660.0,small,0.2286,5,207,1,1
0000001_04527_d_0000008,115,100-150,1104.0,medium,0.0,4,48,1,1
0000001_04527_d_0000008,115,100-150,836.0,small,0.0872,3,97,1,1
0000001_04527_d_0000008,115,100-150,660.0,small,0.0872,2,-1,0,0
0000001_04527_d_0000008,115,100-150,2016.0,medium,0.0408,2,811,0,1
0000001_04527_d_0000008,115,100-150,945.0,small,0.0,2,63,1,1
0000001_04527_d_0000008,115,100-150,1150.0,medium,0.0,0,6,1,1
0000001_04527_d_0000008,115,100-150,2272.0,medium,0.0,0,520,0,1
0000001_04527_d_0000008,115,100-150,3696.0,medium,0.0,1,33,1,1
0000001_04527_d_0000008,115,100-150,1344.0,medium,0.0,0,28,1,1
0000001_04527_d_0000008,115,100-150,1435.0,medium,0.2314,1,87,1,1
0000001_04527_d_0000008,115,100-150,864.0,small,0.2314,1,181,1,1
0000001_04527_d_0000008,115,100-150,1026.0,medium,0.0,0,24,1,1
0000001_04527_d_0000008,115,100-150,1254.0,medium,0.0,3,704,0,1
