image,n_gt,bucket,area,size,max_iou_nbr,nbr_count,rank,m300,m1000
0000001_03499_d_0000006,77,50-100,288.0,small,0.2393,4,-1,0,0
0000001_03499_d_0000006,77,50-100,280.0,small,0.2105,3,-1,0,0
0000001_03499_d_0000006,77,50-100,272.0,small,0.2105,2,580,0,1
0000001_03499_d_0000006,77,50-100,1892.0,medium,0.0,7,77,1,1
0000001_03499_d_0000006,77,50-100,240.0,small,0.1053,3,721,0,1
0000001_03499_d_0000006,77,50-100,196.0,small,0.088,5,-1,0,0
0000001_03499_d_0000006,77,50-100,224.0,small,0.1521,5,-1,0,0
0000001_03499_d_0000006,77,50-100,165.0,small,0.1389,5,-1,0,0
0000001_03499_d_0000006,77,50-100,208.0,small,0.1091,3,69,1,1
0000001_03499_d_0000006,77,50-100,264.0,small,0.1053,3,20,1,1
0000001_03499_d_0000006,77,50-100,286.0,small,0.088,5,154,1,1
0000001_03499_d_0000006,77,50-100,276.0,small,0.1521,5,60,1,1
0000001_03499_d_0000006,77,50-100,286.0,small,0.1389,5,24,1,1
0000001_03499_d_0000006,77,50-100,280.0,small,0.1091,3,114,1,1
0000001_03499_d_0000006,77,50-100,273.0,small,0.0,2,101,1,1
0000001_03499_d_0000006,77,50-100,209.0,small,0.0603,1,21,1,1
0000001_03499_d_0000006,77,50-100,196.0,small,0.0,1,-1,0,0
0000001_03499_d_0000006,77,50-100,228.0,small,0.0,0,67,1,1
0000001_03499_d_0000006,77,50-100,247.0,small,0.0,0,-1,0,0
0000001_03499_d_0000006,77,50-100,266.0,small,0.0603,1,914,0,1
0000001_03499_d_0000006,77,50-100,437.0,small,0.1345,1,247,1,1
0000001_03499_d_0000006,77,50-100,221.0,small,0.1345,1,-1,0,0
0000001_03499_d_0000006,77,50-100,3348.0,medium,0.0,3,15,1,1
0000001_03499_d_0000006,77,50-100,363.0,small,0.1791,1,23,1,1
0000001_03499_d_0000006,77,50-100,144.0,small,0.1791,1,-1,0,0
0000001_03499_d_0000006,77,50-100,1032.0,medium,0.0,0,13,1,1
0000001_03499_d_0000006,77,50-100,2240.0,medium,0.0,0,14,1,1
0000001_03499_d_0000006,77,50-100,384.0,small,0.0,2,19,1,1
0000001_03499_d_0000006,77,50-100,273.0,small,0.2563,1,126,1,1
0000001_03499_d_0000006,77,50-100,374.0,small,0.2563,1,18,1,1
0000001_03499_d_0000006,77,50-100,308.0,small,0.0273,2,31,1,1
0000001_03499_d_0000006,77,50-100,504.0,small,0.0616,3,257,1,1
0000001_03499_d_0000006,77,50-100,323.0,small,0.0616,1,-1,0,0
0000001_03499_d_0000006,77,50-100,182.0,small,0.0273,2,-1,0,0
0000001_03499_d_0000006,77,50-100,6615.0,medium,0.0,0,4,1,1
0000001_03499_d_0000006,77,50-100,14690.0,large,0.0,1,47,1,1
0000001_03499_d_0000006,77,50-100,920.0,small,0.2034,1,16,1,1
0000001_03499_d_0000006,77,50-100,1696.0,medium,0.0,5,22,1,1
0000001_03499_d_0000006,77,50-100,378.0,small,0.0,1,64,1,1
0000001_03499_d_0000006,77,50-100,420.0,small,0.0,4,33,1,1
0000001_03499_d_0000006,77,50-100,286.0,small,0.0,2,52,1,1
0000001_03499_d_0000006,77,50-100,200.0,small,0.272,3,28,1,1
0000001_03499_d_0000006,77,50-100,408.0,small,0.272,4,34,1,1
0000001_03499_d_0000006,77,50-100,204.0,small,0.3556,3,27,1,1
0000001_03499_d_0000006,77,50-100,345.0,small,0.3556,3,42,1,1
0000001_03499_d_0000006,77,50-100,240.0,small,0.4688,1,78,1,1
0000001_03499_d_0000006,77,50-100,136.0,small,0.4688,1,89,1,1
0000001_03499_d_0000006,77,50-100,425.0,small,0.0346,3,294,1,1
0000001_03499_d_0000006,77,50-100,180.0,small,0.3485,2,-1,0,0
0000001_03499_d_0000006,77,50-100,323.0,small,0.3485,3,414,0,1
0000001_03999_d_0000007,48,<50,11745.0,large,0.0,4,0,1,1
0000001_03999_d_0000007,48,<50,8640.0,medium,0.0206,3,1,1,1
0000001_03999_d_0000007,48,<50,1300.0,medium,0.0,0,5,1,1
0000001_03999_d_0000007,48,<50,1456.0,medium,0.0206,1,4,1,1
0000001_03999_d_0000007,48,<50,1100.0,medium,0.1667,1,18,1,1
0000001_03999_d_0000007,48,<50,286.0,small,0.1667,1,85,1,1
0000001_03999_d_0000007,48,<50,3430.0,medium,0.0,0,506,0,1
0000001_03999_d_0000007,48,<50,3500.0,medium,0.0,1,2,1,1
0000001_03999_d_0000007,48,<50,2475.0,medium,0.0,1,8,1,1
0000001_03999_d_0000007,48,<50,1352.0,medium,0.0799,1,7,1,1
0000001_03999_d_0000007,48,<50,1350.0,medium,0.0799,1,3,1,1
0000001_03999_d_0000007,48,<50,2640.0,medium,0.0,1,51,1,1
0000001_03999_d_0000007,48,<50,893.0,small,0.3205,1,57,1,1
0000001_03999_d_0000007,48,<50,2160.0,medium,0.3205,1,95,1,1
0000001_03999_d_0000007,48,<50,1624.0,medium,0.5198,1,35,1,1
0000001_03999_d_0000007,48,<50,1218.0,medium,0.5198,1,68,1,1
0000001_03999_d_0000007,48,<50,5184.0,medium,0.0,1,860,0,1
0000001_03999_d_0000007,48,<50,640.0,small,0.0,0,74,1,1
0000001_03999_d_0000007,48,<50,884.0,small,0.5589,4,22,1,1
0000001_03999_d_0000007,48,<50,594.0,small,0.5908,1,20,1,1
0000001_03999_d_0000007,48,<50,792.0,small,0.4347,1,58,1,1
0000001_03999_d_0000007,48,<50,600.0,small,0.2591,1,10,1,1
0000001_03999_d_0000007,48,<50,819.0,small,0.5328,3,12,1,1
0000001_03999_d_0000007,48,<50,680.0,small,0.5111,2,50,1,1
0000001_03999_d_0000007,48,<50,836.0,small,0.7877,7,27,1,1
0000001_03999_d_0000007,48,<50,720.0,small,0.7056,4,39,1,1
0000001_03999_d_0000007,48,<50,1505.0,medium,0.4347,1,14,1,1
0000001_03999_d_0000007,48,<50,860.0,small,0.5908,1,15,1,1
0000001_03999_d_0000007,48,<50,1344.0,medium,0.2591,1,19,1,1
0000001_03999_d_0000007,48,<50,476.0,small,0.5111,1,36,1,1
0000001_03999_d_0000007,48,<50,1364.0,medium,0.5589,4,32,1,1
0000001_03999_d_0000007,48,<50,1014.0,small,0.6328,7,43,1,1
0000001_03999_d_0000007,48,<50,594.0,small,0.5858,7,56,1,1
0000001_03999_d_0000007,48,<50,1334.0,medium,0.6328,7,61,1,1
0000001_03999_d_0000007,48,<50,798.0,small,0.8085,7,116,1,1
0000001_03999_d_0000007,48,<50,608.0,small,0.5328,1,63,1,1
0000001_03999_d_0000007,48,<50,595.0,small,0.7056,4,80,1,1
0000001_03999_d_0000007,48,<50,902.0,small,0.8085,7,120,1,1
0000001_03999_d_0000007,48,<50,510.0,small,0.0,0,93,1,1
0000001_03999_d_0000007,48,<50,4218.0,medium,0.0,6,-1,0,0
0000001_03999_d_0000007,48,<50,609.0,small,0.4026,4,41,1,1
0000001_03999_d_0000007,48,<50,672.0,small,0.4611,4,309,0,1
0000001_03999_d_0000007,48,<50,442.0,small,0.3058,2,-1,0,0
0000001_03999_d_0000007,48,<50,1147.0,medium,0.4026,5,23,1,1
0000001_03999_d_0000007,48,<50,792.0,small,0.4611,4,126,1,1
0000001_03999_d_0000007,48,<50,414.0,small,0.2792,2,469,0,1
0000001_03999_d_0000007,48,<50,391.0,small,0.2659,2,351,0,1
0000001_03999_d_0000007,48,<50,1066.0,medium,0.2792,4,40,1,1
0000001_04527_d_0000008,115,100-150,1680.0,medium,0.6464,2,47,1,1
0000001_04527_d_0000008,115,100-150,1300.0,medium,0.6464,1,80,1,1
0000001_04527_d_0000008,115,100-150,1638.0,medium,0.7549,2,113,1,1
0000001_04527_d_0000008,115,100-150,1326.0,medium,0.7549,2,136,1,1
0000001_04527_d_0000008,115,100-150,920.0,small,0.402,2,27,1,1
0000001_04527_d_0000008,115,100-150,1449.0,medium,0.624,2,112,1,1
0000001_04527_d_0000008,115,100-150,1125.0,medium,0.6476,2,155,1,1
0000001_04527_d_0000008,115,100-150,946.0,small,0.6476,2,9,1,1
0000001_04527_d_0000008,115,100-150,1683.0,medium,0.1553,2,625,0,1
0000001_04527_d_0000008,115,100-150,1505.0,medium,0.0305,2,147,1,1
0000001_04527_d_0000008,115,100-150,1836.0,medium,0.1553,2,94,1,1
0000001_04527_d_0000008,115,100-150,1617.0,medium,0.0,1,122,1,1
0000001_04527_d_0000008,115,100-150,1456.0,medium,0.0,1,142,1,1
0000001_04527_d_0000008,115,100-150,752.0,small,0.0,3,8,1,1
0000001_04527_d_0000008,115,100-150,1071.0,medium,0.0,5,5,1,1
0000001_04527_d_0000008,115,100-150,663.0,small,0.0,1,7,1,1
0000001_04527_d_0000008,115,100-150,1804.0,medium,0.0729,6,99,1,1
0000001_04527_d_0000008,115,100-150,1550.0,medium,0.0729,6,14,1,1
0000001_04527_d_0000008,115,100-150,1221.0,medium,0.0,5,16,1,1
0000001_04527_d_0000008,115,100-150,714.0,small,0.5763,4,104,1,1
0000001_04527_d_0000008,115,100-150,1431.0,medium,0.6268,9,43,1,1
0000001_04527_d_0000008,115,100-150,960.0,small,0.5763,7,33,1,1
0000001_04527_d_0000008,115,100-150,897.0,small,0.6268,5,74,1,1
0000001_04527_d_0000008,115,100-150,624.0,small,0.0582,5,3,1,1
0000001_04527_d_0000008,115,100-150,504.0,small,0.0582,3,24,1,1
0000001_04527_d_0000008,115,100-150,1080.0,medium,0.0897,4,-1,0,0
0000001_04527_d_0000008,115,100-150,1107.0,medium,0.0897,2,-1,0,0
0000001_04527_d_0000008,115,100-150,300.0,small,0.2481,2,364,0,1
0000001_04527_d_0000008,115,100-150,510.0,small,0.2481,6,38,1,1
0000001_04527_d_0000008,115,100-150,1120.0,medium,0.4927,11,138,1,1
0000001_04527_d_0000008,115,100-150,722.0,small,0.4927,10,314,0,1
0000001_04527_d_0000008,115,100-150,377.0,small,0.3366,6,692,0,1
0000001_04527_d_0000008,115,100-150,930.0,small,0.6556,9,186,1,1
0000001_04527_d_0000008,115,100-150,104.0,small,0.1457,2,-1,0,0
0000001_04527_d_0000008,115,100-150,714.0,small,0.6556,5,84,1,1
0000001_04527_d_0000008,115,100-150,364.0,small,0.0,1,20,1,1
0000001_04527_d_0000008,115,100-150,612.0,small,0.0,1,11,1,1
0000001_04527_d_0000008,115,100-150,540.0,small,0.0,1,18,1,1
0000001_04527_d_0000008,115,100-150,2288.0,medium,0.1311,11,0,1,1
0000001_04527_d_0000008,115,100-150,1024.0,medium,0.0952,8,26,1,1
0000001_04527_d_0000008,115,100-150,748.0,small,0.1311,4,-1,0,0
0000001_04527_d_0000008,115,100-150,330.0,small,0.1068,2,133,1,1
0000001_04527_d_0000008,115,100-150,408.0,small,0.3744,4,-1,0,0
0000001_04527_d_0000008,115,100-150,385.0,small,0.3744,4,108,1,1
0000001_04527_d_0000008,115,100-150,1536.0,medium,0.0295,13,45,1,1
0000001_04527_d_0000008,115,100-150,621.0,small,0.2648,7,79,1,1
0000001_04527_d_0000008,115,100-150,621.0,small,0.2648,6,171,1,1
0000001_04527_d_0000008,115,100-150,1482.0,medium,0.1192,12,13,1,1
0000001_04527_d_0000008,115,100-150,264.0,small,0.0,5,144,1,1
0000001_04527_d_0000008,115,100-150,200.0,small,0.0932,5,105,1,1
0000001_04527_d_0000008,115,100-150,264.0,small,0.4043,5,60,1,1
0000001_04527_d_0000008,115,100-150,264.0,small,0.4043,5,86,1,1
0000001_04527_d_0000008,115,100-150,196.0,small,0.0,4,68,1,1
0000001_04527_d_0000008,115,100-150,621.0,small,0.0932,6,67,1,1
0000001_04527_d_0000008,115,100-150,2232.0,medium,0.0415,12,1,1,1
0000001_04527_d_0000008,115,100-150,253.0,small,0.0415,2,56,1,1
0000001_04527_d_0000008,115,100-150,999.0,small,0.0,0,10,1,1
0000001_04527_d_0000008,115,100-150,160.0,small,0.0,1,-1,0,0
0000001_04527_d_0000008,115,100-150,638.0,small,0.0,0,-1,0,0
0000001_04527_d_0000008,115,100-150,580.0,small,0.3161,3,843,0,1
0000001_04527_d_0000008,115,100-150,286.0,small,0.3161,2,39,1,1
0000001_04527_d_0000008,115,100-150,360.0,small,0.1297,4,-1,0,0
0000001_04527_d_0000008,115,100-150,2376.0,medium,0.1803,7,277,1,1
0000001_04527_d_0000008,115,100-150,1748.0,medium,0.1803,4,187,1,1
0000001_04527_d_0000008,115,100-150,242.0,small,0.0,0,-1,0,0
0000001_04527_d_0000008,115,100-150,200.0,small,0.0,0,98,1,1
0000001_04527_d_0000008,115,100-150,594.0,small,0.0,1,583,0,1
0000001_04527_d_0000008,115,100-150,261.0,small,0.0,0,21,1,1
0000001_04527_d_0000008,115,100-150,588.0,small,0.0,1,127,1,1
0000001_04527_d_0000008,115,100-150,299.0,small,0.0,1,505,0,1
0000001_04527_d_0000008,115,100-150,225.0,small,0.0,1,-1,0,0
0000001_04527_d_0000008,115,100-150,420.0,small,0.0,0,96,1,1
0000001_04527_d_0000008,115,100-150,814.0,small,0.4269,4,72,1,1
0000001_04527_d_0000008,115,100-150,777.0,small,0.4269,3,200,1,1
0000001_04527_d_0000008,115,100-150,946.0,small,0.1581,4,28,1,1
0000001_04527_d_0000008,115,100-150,1230.0,medium,0.1581,7,17,1,1
0000001_04527_d_0000008,115,100-150,1014.0,small,0.1826,4,22,1,1
0000001_04527_d_0000008,115,100-150,748.0,small,0.1826,4,19,1,1
0000001_04527_d_0000008,115,100-150,1176.0,medium,0.0664,4,4,1,1
0000001_04527_d_0000008,115,100-150,1232.0,medium,0.0664,3,12,1,1
0000001_04527_d_0000008,115,100-150,615.0,small,0.0432,1,83,1,1
0000001_04527_d_0000008,115,100-150,930.0,small,0.0432,2,-1,0,0
0000001_04527_d_0000008,115,100-150,741.0,small,0.368,5,46,1,1
0000001_04527_d_0000008,115,100-150,240.0,small,0.3239,2,-1,0,0
0000001_04527_d_0000008,115,100-150,560.0,small,0.368,5,163,1,1
0000001_04527_d_0000008,115,100-150,1144.0,medium,0.0,2,-1,0,0
0000001_04527_d_0000008,115,100-150,1189.0,medium,0.7313,2,66,1,1
0000001_04527_d_0000008,115,100-150,704.0,small,0.4033,2,128,1,1
0000001_04527_d_0000008,115,100-150,989.0,small,0.7313,2,62,1,1
0000001_04527_d_0000008,115,100-150,920.0,small,0.6618,1,59,1,1
0000001_04527_d_0000008,115,100-150,888.0,small,0.6618,1,40,1,1
0000001_04527_d_0000008,115,100-150,1380.0,medium,0.0,3,53,1,1
0000001_04527_d_0000008,115,100-150,960.0,small,0.0257,5,51,1,1
0000001_04527_d_0000008,115,100-150,798.0,small,0.2221,4,50,1,1
0000001_04527_d_0000008,115,100-150,836.0,small,0.2221,4,161,1,1
0000001_04527_d_0000008,115,100-150,544.0,small,0.2286,5,140,1,1
0000001_04527_d_0000008,115,100-150,660.0,small,0.2286,5,91,1,1
0000001_04527_d_0000008,115,100-150,1104.0,medium,0.0,4,42,1,1
0000001_04527_d_0000008,115,100-150,836.0,small,0.0872,3,175,1,1
0000001_04527_d_0000008,115,100-150,660.0,small,0.0872,2,-1,0,0
0000001_04527_d_0000008,115,100-150,2016.0,medium,0.0408,2,116,1,1
0000001_04527_d_0000008,115,100-150,945.0,small,0.0,2,132,1,1
0000001_04527_d_0000008,115,100-150,1150.0,medium,0.0,0,2,1,1
0000001_04527_d_0000008,115,100-150,2272.0,medium,0.0,0,728,0,1
0000001_04527_d_0000008,115,100-150,3696.0,medium,0.0,1,41,1,1
0000001_04527_d_0000008,115,100-150,1344.0,medium,0.0,0,6,1,1
0000001_04527_d_0000008,115,100-150,1435.0,medium,0.2314,1,374,0,1
0000001_04527_d_0000008,115,100-150,864.0,small,0.2314,1,58,1,1
0000001_04527_d_0000008,115,100-150,1026.0,medium,0.0,0,31,1,1
0000001_04527_d_0000008,115,100-150,1254.0,medium,0.0,3,-1,0,0
